book_id,book_title,book_author,publication_year,classification_level_1,classification_level_2,classification_level_3
2413,Advances in manufacturing processes : select proceedings of ICEMMM 2018 ,"International Conference on Engineering Materials, Metallurgy and Manufacturing Chennai, India) (2018 :",2018,Technology,Manufacturing,Manufacturing
2414,"Advances in manufacturing, production management and process control : joint proceedings of the AHFE 2018 International Conference on Advanced Production Management and Process Control, the AHFE International Conference on Human Aspects of Advanced Manufacturing, and the AHFE International Conference on Additive Manufacturing, Modeling Systems and 3D Prototyping, July 21-25, 2018, Loews Sapphire Falls Resort at Universal Studios, Orlando, Florida, USA ","International Conference on Applied Human Factors and Ergonomics and the Affiliated Conferences Orlando, Florida) 2018 : (9th :",2018,Technology,Manufacturing,Manufacturing
2415,"Advances in mass data analysis of signals and images in medicine, biotechnology, and chemistry : international conferences, MDA 2006/2007, Leipzig, Germany, July 18, 2007 : selected papers ","International Conference on Mass Data Analysis of Images and Signals in Medicine, Biotechnology and Chemistry Leipzig, Germany) (2006 :",2007,Technology,Medicine & health,Diseases
2416,Advances in material science and engineering : selected articles from ICMMPE 2020 ,"International Conference on Mechanical, Manufacturing and Plant Engineering Online) 2020 : (6th :",2021,Technology,Management & auxiliary services,General management
2417,Advances in materials and agile manufacturing select proceedings of CPIE 2023 ,International Conference on Production and Industrial Engineering India) 2023 : (7th :,2024,Technology,Engineering & allied operations,Applied physics
2418,"Advances in Materials Technology for Fossil Power Plants : Proceedings from the Seventh International Conference, October 22-25, 2013 Waikoloa, Hawaii, USA ","Advances in Materials Technology for Fossil Power Plants (Conference) Waikoloa, Hawaii) 2013 : (7th :",2014,Technology,Engineering & allied operations,Applied physics
2419,"Advances in Mathematical Logic : dedicated to the memory of Professor Gaisi Takeuti, SAML 2018, Kobe, Japan, September 2018, Selected, revised contributions ","Symposium on Advances in Mathematical Logic Kobe, Japan) (2018 :",2021,Natural Sciences and Mathemetics,Mathematics,General principles of mathematics
2420,Advances in mechanical and materials technology : select proceedings of EMSME 2020.,"International Conference on Energy, Materials Sciences and Mechanical Engineering Delhi, India). 2020 : (1st :",2022,Technology,Engineering & allied operations,Applied physics
2421,Advances in mechanical design : proceedings of the 2019 International Conference on Mechanical Design (2019 ICMD) ,"International Conference on Mechanical Design Huzhou Shi, China) (2019 :",2020,Technology,Manufacturing,Manufacturing
2422,"Advances in mechanical engineering : selected contributions from the Conference ""Modern Engineering: Science and Education"", Saint Petersburg, Russia, June 2022 ","Conference ""Modern Engineering: Science and Education"" Saint Petersburg, Russia) 2022 : (11th :",2023,Technology,Engineering & allied operations,Applied physics
2423,"Advances in Mechanical Engineering : Selected Contributions from the Conference Modern Engineering: Science and Education, Saint Petersburg, Russia, June 2019 ","Conference ""Modern Engineering: Science and Education"" Saint Petersburg, Russia) (2019 :",2020,Technology,Engineering & allied operations,Applied physics
2424,Advances in mechanical engineering and material science select proceedings of ICAMEMS 2023 ,International Conference on Advances in Mechanical Engineering and Material Science 2023) (2nd :,2024,Technology,Engineering & allied operations,Applied physics
2425,Advances in mechanism design II : proceedings of the XII International Conference on the Theory of Machines and Mechanisms ,"TMM (Conference) Liberec, Czech Republic) 2016 : (12th :",2016,Technology,Engineering & allied operations,Applied physics
2426,Advances in meta-analysis ,"Pigott, Terri D., 1961-",2012,Social sciences,"Social sciences, sociology & anthropology",Social sciences
2427,Advances in micro and nano manufacturing and surface engineering : proceedings of AIMTDR 2021 ,All India Manufacturing Technology Design and Research Conference India) 2021 : (29th :,2022,Technology,Manufacturing,Metalworking & primary metal products
2428,"Advances in mobile computing and multimedia intelligence : 20th International Conference, MoMM 2022, virtual event, November 28-30, 2022, proceedings ",International Conference on Advances in Mobile Computing & Multimedia Intelligence Online) 2022 : (20th :,2022,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
2429,Advances in modelling and optimization of manufacturing and industrial systems : select proceedings of CIMS 2021 ,"International Conference on Industrial and Manufacturing Systems Punjab, India) 2021 : (2nd :",2023,Technology,Manufacturing,Manufacturing
2430,"Advances in multimedia information processing -- PCM 2013 : 14th Pacific-Rim Conference on Multimedia, Nanjing, China, December 13-16, 2013. Proceedings ","IEEE Pacific-Rim Conference on Multimedia Nanjing Shi, China) 2013 : (14th :",2013,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
2431,"Advances in multimedia information processing : PCM 2008, 9th Pacific Rim Conference on Multimedia, Tainan, Taiwan, December 9-13, 2008, proceedings ","IEEE Pacific Rim Conference on Multimedia T?ai-nan shih, Taiwan) 2008 : (9th :",2008,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
2432,"Advances in multimedia information systems : 11th international workshop, MIS 2005, Sorrento, Italy, September 19-21, 2005 : proceedings ","International Conference on Multimedia Information Systems Sorrento, Italy) 2005 : (11th :",2005,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
2433,"Advances in Multimedia Modeling : 16th International Multimedia Modeling Conference, MMM 2010, Chongqing, China, January 6-8, 2010. Proceedings ","International Conference on Multi-Media Modeling Chongqing, China) 2010 : (16th :",2010,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
2434,"Advances in multimedia modeling : 19th International Conference, MMM 2013, Huangshan, China, January 7-9, 2013, Proceedings.","International Multimedia Modelling Conference Huangshan Shi, China) 2013 : (19th :",2013,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
2435,Advances in nanosensors for biological and environmental analysis ,"Deep, Akash author.",2019,Technology,Manufacture for specific uses,Precision instruments & other devices
2436,"Advances in national brand and private label marketing : second International Conference, 2015 ","International Conference on Research on National Brand and Private Label Marketing Granada, Spain) 2015 : (2nd :",2015,Technology,Management & auxiliary services,General management
2437,"Advances in national brand and private label marketing : third International Conference, 2016 ","International Conference on Research on National Brand and Private Label Marketing Granada, Spain) 2016 : (3rd :",2016,Technology,Management & auxiliary services,General management
2438,"Advances in natural computation, fuzzy systems and knowledge discovery : proceedings of the ICNC-FSKD 2022 ",International Conference on Fuzzy Systems and Knowledge Discovery Online) 2022 : (18th :,2023,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
2439,Advances in Network-Based Information Systems : the 20th International Conference on Network-Based Information Systems (NBiS-2017) ,"NBiS (Conference) Toronto, Ont.) 2017 : (20th :",2017,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
2440,"Advances in network-embedded management and applications : proceedings of the first International Workshop on Network-Embedded Management and Applications, October 28, 2010, Niagara Falls, Canada ","International Workshop on Network-Embedded Management and Applications Niagara Falls, Ont.) 2010 : (1st :",2011,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
